id,imdb_rating,imdb_votes,rotten_tomatoes_score,metacritic_score,awards,writer,rated,country
9655,6.4,186946.0,44.0,45.0,2 wins & 5 nominations total,"Ewan Leslie, Karen McCullah, Kirsten Smith",PG-13,"United States, Canada"
7446,7.1,476779.0,82.0,71.0,Nominated for 1 Oscar. 10 wins & 47 nominations total,"Justin Theroux, Ben Stiller, Etan Cohen",R,"United Kingdom, Germany, United States"
587792,7.4,202104.0,94.0,83.0,15 wins & 43 nominations total,"Andy Siara, Max Barbakow",R,"United States, Hong Kong"
385128,5.2,174376.0,59.0,58.0,2 wins & 13 nominations total,"Daniel Casey, Justin Lin, Alfredo Botello",PG-13,"Japan, United States, Georgia, United Kingdom"
122906,7.8,419148.0,71.0,55.0,3 wins & 9 nominations total,Richard Curtis,R,"United Kingdom, United States"
59859,6.5,296306.0,33.0,41.0,1 win & 9 nominations total,"Jeff Wadlow, Mark Millar, John Romita Jr.",R,"United Kingdom, Japan, United States"
6477,5.3,100343.0,28.0,39.0,4 wins & 2 nominations total,"Jon Vitti, Will McRobb, Chris Viscardi",PG,United States
302946,7.3,381818.0,53.0,51.0,3 wins & 5 nominations total,Bill Dubuque,R,United States
10386,8.1,250038.0,96.0,85.0,Won 1 BAFTA Award20 wins & 18 nominations total,"Tim McCanlies, Brad Bird, Ted Hughes",PG,"United States, Czech Republic, United Kingdom"
432602,6.6,8470.0,80.0,68.0,Nominated for 1 BAFTA Award6 wins & 16 nominations total,Al Gore,PG,United States
615,7.3,264646.0,49.0,47.0,Nominated for 3 Oscars. 30 wins & 24 nominations total,"Benedict Fitzgerald, Mel Gibson",R,United States
11679,4.5,75636.0,17.0,37.0,1 nomination total,"Rich Wilkes, Simon Kinberg",PG-13,United States
374720,7.8,785017.0,92.0,94.0,Won 3 Oscars. 68 wins & 236 nominations total,Christopher Nolan,PG-13,"United Kingdom, Netherlands, France, United States"
41446,6.2,182914.0,60.0,52.0,1 win & 6 nominations total,Kevin Williamson,R,United States
417417,7.6,358.0,93.0,,2 wins & 1 nomination,N/A,PG,United States
49049,7.1,306807.0,80.0,60.0,2 wins & 14 nominations total,"John Wagner, Carlos Ezquerra, Alex Garland",R,"United Kingdom, South Africa, United States, India"
529203,6.9,58520.0,76.0,56.0,31 nominations total,"Kevin Hageman, Dan Hageman, Paul Fisher",PG,"United States, Japan"
1111873,6.5,102564.0,83.0,62.0,2 wins & 21 nominations total,"Stephen Shields, Guy Busick",R,"Ireland, Canada, United States"
335787,6.3,288483.0,,45.0,3 nominations total,"Rafe Judkins, Art Marcum, Matt Holloway",PG-13,"Spain, United States"
11005,7.8,171002.0,81.0,74.0,Nominated for 3 Oscars. 6 wins & 11 nominations total,"Oliver Sacks, Steven Zaillian",PG-13,United States
8871,6.4,314870.0,49.0,46.0,Won 1 Oscar. 18 wins & 37 nominations total,"Dr. Seuss, Jeffrey Price, Peter S. Seaman",PG,"Germany, United States"
34851,6.4,255022.0,65.0,51.0,2 wins & 4 nominations total,"Alex Litvak, Michael Finch, Jim Thomas",R,United States
693,6.4,297208.0,38.0,41.0,2 wins & 7 nominations total,"Jim Herzfeld, Marc Hyman, John Hamburg",PG-13,United States
415,3.8,277372.0,11.0,29.0,10 wins & 22 nominations total,"Bob Kane, Akiva Goldsman",PG-13,"United States, United Kingdom"
1895,7.6,897741.0,79.0,68.0,Nominated for 1 Oscar. 29 wins & 64 nominations total,George Lucas,PG-13,"United States, Italy, Switzerland, Thailand, United Kingdom"
588,6.5,254565.0,34.0,31.0,8 nominations total,Roger Avary,R,"Canada, France, Japan, United States"
1635,6.8,335463.0,,50.0,1 win & 6 nominations total,"Caspian Tredwell-Owen, Alex Kurtzman, Roberto Orci",PG-13,United States
534,6.5,387847.0,33.0,49.0,2 wins & 14 nominations total,"John Brancato, Michael Ferris",PG-13,United States
338970,6.3,236314.0,52.0,48.0,8 nominations total,"Geneva Robertson-Dworet, Alastair Siddons, Evan Daugherty",PG-13,"United Kingdom, United States"
105864,6.7,135719.0,76.0,66.0,9 wins & 41 nominations total,"Bob Peterson, Peter Sohn, Erik Benson",PG,"United States, Japan"
101299,7.5,757019.0,90.0,76.0,22 wins & 68 nominations total,"Simon Beaufoy, Michael Arndt, Suzanne Collins",PG-13,United States
79694,4.1,20965.0,3.0,18.0,1 nomination total,Todd Lincoln,PG-13,"United States, Germany"
158852,6.4,196890.0,49.0,60.0,2 wins & 19 nominations total,"Damon Lindelof, Brad Bird, Jeff Jensen",PG,United States
752,7.6,420.0,,,N/A,Richard Brehm,N/A,United States
20662,6.6,292329.0,43.0,53.0,1 win & 14 nominations total,"Brian Helgeland, Ethan Reiff, Cyrus Voris",PG-13,"United Kingdom, United States"
1103621,7.9,18271.0,98.0,74.0,7 wins & 16 nominations total,"Pat Boonnitipat, Thodsapon Thiptinnakorn",TV-PG,Thailand
395991,7.6,85788.0,87.0,72.0,3 nominations total,"Sean Flynn, Ken Nolan, Eric Warren Singer",PG-13,United States
1079091,6.3,92050.0,54.0,53.0,1 win & 5 nominations total,"Christy Hall, Colleen Hoover",PG-13,United States
117263,6.5,302488.0,50.0,41.0,1 win & 5 nominations total,"Creighton Rothenberger, Katrin Benedikt",R,United States
149871,8.0,59346.0,100.0,89.0,Nominated for 1 Oscar. 13 wins & 38 nominations total,"Isao Takahata, Riko Sakaguchi",PG,Japan
2454,6.5,233863.0,66.0,62.0,4 wins & 21 nominations total,"Andrew Adamson, Christopher Markus, Stephen McFeely",PG,"United States, Poland, Slovenia, Czech Republic, United Kingdom, Australia, Germany, New Zealand"
133805,5.8,152222.0,51.0,53.0,6 wins & 7 nominations total,"Lawrence D. Cohen, Roberto Aguirre-Sacasa, Stephen King",R,United States
49524,5.6,147556.0,13.0,25.0,N/A,"Phil Hay, Matt Manfredi, David Dobkin",PG-13,United States
10438,5.0,30698.0,23.0,,Nominated for 1 Oscar. 5 nominations total,"John Hughes, Amy Holden Jones, Len Blum",PG,United States
1100099,7.0,61720.0,79.0,59.0,1 win & 4 nominations total,Nick Payne,R,"United Kingdom, France"
1571,7.1,430314.0,82.0,69.0,3 wins & 16 nominations total,"John Carlin, Roderick Thorp, Mark Bomback",PG-13,"United States, United Kingdom"
948549,6.6,59554.0,94.0,77.0,Nominated for 1 BAFTA Award5 wins & 49 nominations total,"Rose Glass, Weronika Tofilska",R,"United Kingdom, United States"
921,8.0,205174.0,80.0,69.0,Nominated for 3 Oscars. 16 wins & 45 nominations total,"Cliff Hollingsworth, Akiva Goldsman",PG-13,United States
578701,6.0,76904.0,63.0,59.0,1 nomination total,"Michael Koryta, Charles Leavitt, Taylor Sheridan",R,"Canada, United States"
512195,6.3,345070.0,37.0,37.0,1 nomination total,Rawson Marshall Thurber,PG-13,"United States, United Kingdom, Singapore, Italy, Thailand, Canada"
19994,5.5,164646.0,47.0,47.0,3 wins & 4 nominations total,Diablo Cody,R,"United States, Canada"
8909,6.7,422913.0,71.0,64.0,Nominated for 2 Oscars. 4 wins & 28 nominations total,"Michael Brandt, Derek Haas, Chris Morgan",R,"United States, Germany, Russia"
290859,6.2,206415.0,70.0,54.0,1 win & 12 nominations total,"David S. Goyer, Justin Rhodes, Billy Ray",R,"United States, Spain, Hungary, China"
339877,7.8,66467.0,84.0,62.0,Nominated for 1 Oscar. 24 wins & 54 nominations total,"DK Welchman, Hugh Welchman, Jacek Dehnel",PG-13,"Poland, United Kingdom, United States, Switzerland, Netherlands"
76163,6.6,330063.0,68.0,51.0,4 wins & 5 nominations total,"Richard Wenk, Sylvester Stallone, Ken Kaufman",R,"United States, Germany, China"
10009,6.9,132501.0,38.0,48.0,Nominated for 1 Oscar. 2 wins & 22 nominations total,"Tab Murphy, Lorne Cameron, David Hoselton",G,"United States, Japan"
558,7.5,759076.0,93.0,83.0,Won 1 Oscar. 25 wins & 60 nominations total,"Stan Lee, Steve Ditko, Alfred Gough",PG-13,United States
11970,7.3,271712.0,83.0,74.0,Nominated for 1 Oscar. 9 wins & 16 nominations total,"Ron Clements, John Musker, Don McEnery",G,United States
44833,5.8,264647.0,33.0,41.0,4 wins & 16 nominations total,"Jon Hoeber, Erich Hoeber",PG-13,"Japan, United States"
360920,6.4,104836.0,60.0,51.0,2 wins & 18 nominations total,"Michael LeSieur, Tommy Swerdlow, Dr. Seuss",PG,United States
1114513,6.8,119346.0,83.0,66.0,1 win & 5 nominations total,"James Watkins, Christian Tafdrup, Mads Tafdrup",R,"Croatia, Canada, United States"
587,8.0,472874.0,76.0,58.0,Nominated for 1 Oscar. 69 nominations total,"Daniel Wallace, John August",PG-13,United States
745,8.2,1108370.0,86.0,64.0,Nominated for 6 Oscars. 37 wins & 56 nominations total,M. Night Shyamalan,PG-13,United States
22970,6.8,71.0,,,N/A,N/A,N/A,United States
719221,4.8,33173.0,17.0,36.0,1 win total,"Spenser Cohen, Anna Halberg, Nicholas Adams",PG-13,"Serbia, United States"
14001,6.1,106735.0,21.0,34.0,N/A,"Leigh Whannell, James Wan",R,"Canada, United States"
1106739,7.0,112832.0,93.0,72.0,4 wins & 14 nominations total,Jonathan A. Abrams,PG-13,United States
400155,6.3,95058.0,62.0,54.0,2 wins & 9 nominations total,"Genndy Tartakovsky, Michael McCullers",PG,"United States, South Korea"
670292,6.7,189832.0,67.0,63.0,Nominated for 2 Oscars. 13 wins & 49 nominations total,"Gareth Edwards, Chris Weitz",PG-13,United States
8688,6.1,90606.0,42.0,52.0,1 win & 4 nominations total,"Brian De Palma, David Koepp",R,"United States, Canada"
315011,6.8,43178.0,87.0,66.0,13 wins & 10 nominations total,"Hideaki Anno, Ishirô Honda, Takeo Murata",PG-13,Japan
8656,6.3,199379.0,45.0,40.0,5 wins & 14 nominations total,"Bruce Joel Rubin, Michael Tolkin",PG-13,United States
37861,6.0,65717.0,70.0,61.0,4 wins & 9 nominations total,"Nicolas Winding Refn, Roy Jacobsen, Matthew Read",Not Rated,"Denmark, United Kingdom"
9884,5.5,79897.0,19.0,33.0,N/A,"Ronald Roose, David Griffiths, Peter Griffiths",R,"United States, Mexico"
19908,7.5,651802.0,89.0,73.0,10 wins & 29 nominations total,"Rhett Reese, Paul Wernick",R,United States
858485,8.2,107859.0,83.0,,21 wins & 14 nominations total,"Manish Bhavan, Shanil Guru, Anirudh Mahesh",Not Rated,India
823625,4.9,27169.0,12.0,27.0,1 win & 1 nomination total,"Nick May, Mark Williams, Brandon Reavis",PG-13,"United States, Australia, China"
2502,7.7,503460.0,81.0,73.0,5 wins & 22 nominations total,"Robert Ludlum, Tony Gilroy",PG-13,"United States, Germany, India, Russia"
3981,6.5,232782.0,54.0,47.0,5 wins & 9 nominations total,"Josh Goldsmith, Cathy Yuspa, Diane Drake",PG-13,United States
117251,6.3,245385.0,52.0,52.0,3 wins & 9 nominations total,James Vanderbilt,PG-13,United States
136799,6.4,97374.0,76.0,55.0,Nominated for 1 Oscar. 4 wins & 37 nominations total,"Jonathan Aibel, Glenn Berger, Erica Rivinoja",PG,"United States, India, United Kingdom, Germany"
15602,6.7,30963.0,20.0,46.0,2 wins & 2 nominations total,Mark Steven Johnson,PG-13,United States
11601,6.9,89780.0,69.0,67.0,3 wins & 5 nominations total,"Richard Matheson, David Koepp",R,United States
453,8.2,1027740.0,74.0,72.0,Won 4 Oscars. 37 wins & 69 nominations total,"Akiva Goldsman, Sylvia Nasar",PG-13,United States
7512,6.5,203854.0,71.0,66.0,1 nomination total,"Mike Judge, Etan Cohen",R,United States
504172,7.0,162858.0,70.0,58.0,1 win & 10 nominations total,"Nick Schenk, Sam Dolnick",R,"United States, Canada"
1487,6.9,362942.0,81.0,72.0,3 wins & 23 nominations total,"Guillermo del Toro, Peter Briggs, Mike Mignola",PG-13,United States
460465,6.1,199225.0,55.0,44.0,4 wins & 9 nominations total,"Greg Russo, Dave Callaham, Oren Uziel",R,United States
13179,6.8,12346.0,90.0,,N/A,"Jeffrey M. Howard (screenplay), Jeffrey M. Howard (story), Bradley Raymond (story), J.M. Barrie (characters)",G,USA
68728,6.3,219135.0,56.0,44.0,6 wins & 31 nominations total,"Mitchell Kapner, David Lindsay-Abaire, L. Frank Baum",PG,United States
1954,7.6,544979.0,34.0,30.0,1 win & 8 nominations total,"J. Mackye Gruber, Eric Bress",R,"United States, Canada"
800158,6.7,215074.0,85.0,73.0,2 wins & 46 nominations total,"Alexis Nolent, Luc Jacamon, Andrew Kevin Walker",R,United States
637,8.6,785025.0,81.0,58.0,Won 3 Oscars. 72 wins & 52 nominations total,"Vincenzo Cerami, Roberto Benigni",PG-13,Italy
399360,6.6,70207.0,80.0,63.0,2 wins total,"Daniele Wiedenhaupt, Albert Hughes",PG-13,"United States, Canada, China"
22164,6.7,37392.0,,,N/A,Michael Andrews,R,United States
709631,5.9,42194.0,75.0,50.0,1 nomination total,Chris Thomas Devlin,R,"United States, Bulgaria"
14869,5.7,219121.0,33.0,32.0,3 wins & 16 nominations total,"Stuart Beattie, David Elliot, Paul Lovett",PG-13,"United States, Czech Republic, France"
406759,5.2,107821.0,35.0,41.0,2 nominations total,"Roland Emmerich, Harald Kloser, Spenser Cohen",PG-13,"United States, China, United Kingdom, Canada, Hong Kong"
15092,6.1,164608.0,64.0,41.0,1 win & 2 nominations total,"Mark Neveldine, Brian Taylor",R,United States
364689,6.7,68792.0,70.0,58.0,Nominated for 1 Oscar. 2 wins & 22 nominations total,"Robert L. Baird, Tim Federle, Brad Copeland",PG,"United States, United Kingdom, Canada"
251,7.1,249282.0,74.0,52.0,Won 2 Oscars. 18 wins & 24 nominations total,Bruce Joel Rubin,PG-13,United States
7555,7.0,252376.0,38.0,46.0,1 win & 1 nomination total,"Art Monterastelli, Sylvester Stallone, David Morrell",R,"Germany, United States"
481848,6.7,61774.0,63.0,48.0,1 win & 8 nominations total,"Michael Green, Jack London",PG,"United States, Canada"
206647,6.8,484429.0,63.0,60.0,Won 1 Oscar. 8 wins & 37 nominations total,"John Logan, Neal Purvis, Robert Wade",PG-13,"United Kingdom, United States, Morocco, Italy, Austria, Canada, Mexico"
13888,5.2,22148.0,0.0,28.0,6 nominations total,"Henry De Vere Stacpoole, Leslie Stevens",PG-13,United States
109439,5.8,353269.0,21.0,30.0,2 wins & 7 nominations total,"Todd Phillips, Craig Mazin, Jon Lucas",R,United States
1010600,4.6,24124.0,21.0,43.0,N/A,"Alan R. Cohen, Alan Freedland, Bryan Bertino",R,"United States, United Kingdom, Slovenia, Slovakia, Switzerland, Spain"
2770,6.5,280801.0,51.0,43.0,8 wins & 7 nominations total,"Adam Herz, David H. Steinberg",R,United States
676,6.3,363683.0,24.0,44.0,Won 1 Oscar. 14 wins & 51 nominations total,Randall Wallace,PG-13,United States
949423,7.0,147876.0,93.0,76.0,19 wins & 63 nominations total,"Ti West, Mia Goth",R,"New Zealand, United States"
8358,7.8,673045.0,88.0,74.0,Nominated for 2 Oscars. 15 wins & 36 nominations total,William Broyles Jr.,PG-13,United States
57431,5.6,73765.0,22.0,39.0,2 nominations total,"Brian Gatewood, Alessandro Tanaka",R,United States
5503,7.8,336949.0,96.0,87.0,Won 1 Oscar. 13 wins & 37 nominations total,"Jeb Stuart, David Twohy, Roy Huggins",PG-13,United States
215,6.6,284501.0,39.0,40.0,4 wins & 11 nominations total,"Leigh Whannell, Darren Lynn Bousman",R,"Canada, United States"
451915,7.4,117984.0,68.0,62.0,Nominated for 1 BAFTA Award10 wins & 31 nominations total,"Luke Davies, Felix van Groeningen, David Sheff",R,United States
1824,6.8,404425.0,45.0,48.0,6 wins & 10 nominations total,George Wing,PG-13,United States
291805,6.4,344529.0,34.0,46.0,5 nominations total,"Ed Solomon, Peter Chiarelli, Boaz Yakin",PG-13,"United States, Hong Kong"
9645,5.6,114180.0,14.0,28.0,1 nomination total,"Mark Hanlon, John Pogue",R,"United States, Australia"
9335,6.3,222974.0,,56.0,N/A,"Luc Besson, Robert Mark Kamen",R,"France, Germany, United States"
7485,7.1,369855.0,47.0,53.0,2 nominations total,"Stephen Hunter, Jonathan Lemkin",R,United States
115,8.1,895954.0,80.0,71.0,5 wins & 18 nominations total,"Ethan Coen, Joel Coen",R,"United Kingdom, United States"
388,7.6,417398.0,86.0,76.0,5 wins & 12 nominations total,Russell Gewirtz,R,United States
13600,6.4,71066.0,53.0,58.0,6 nominations total,"Caroline Thompson, Jeanne Duprau",PG,United States
10837,6.8,29750.0,67.0,,1 nomination total,"Alan Burnett, Carl Barks, Ted Osborne",G,"United States, France, United Kingdom"
36647,7.1,320824.0,59.0,47.0,5 wins & 11 nominations total,David S. Goyer,R,United States
14,8.3,1258807.0,87.0,84.0,Won 5 Oscars. 112 wins & 102 nominations total,Alan Ball,R,United States
281338,7.4,318910.0,94.0,82.0,Nominated for 1 Oscar. 28 wins & 65 nominations total,"Mark Bomback, Matt Reeves, Rick Jaffa",PG-13,"United States, Canada"
624860,5.6,295469.0,63.0,63.0,Nominated for 1 BAFTA Award6 wins & 36 nominations total,"Lana Wachowski, David Mitchell, Aleksandar Hemon",R,"United States, Australia"
451048,6.6,223685.0,62.0,50.0,6 wins & 11 nominations total,"Michael Green, Glenn Ficarra, John Requa",PG-13,"United States, Hungary, Canada"
10555,6.0,208430.0,35.0,48.0,Nominated for 1 Oscar. 3 wins & 16 nominations total,"Michael J. Wilson, Rob Letterman, Scott Aukerman",PG,"United States, France"
9802,7.4,372880.0,67.0,58.0,Nominated for 1 Oscar. 9 wins & 10 nominations total,"David Weisberg, Douglas Cook, Mark Rosner",R,United States
414,5.4,277086.0,41.0,54.0,Nominated for 3 Oscars. 10 wins & 26 nominations total,"Bob Kane, Lee Batchler, Janet Scott Batchler",PG-13,"United States, United Kingdom"
1637,7.3,413128.0,95.0,78.0,Won 2 Oscars. 20 wins & 20 nominations total,Graham Yost,R,United States
1160018,7.4,3516.0,,,N/A,Nick Stevens,N/A,United Kingdom
11362,7.7,156352.0,74.0,61.0,N/A,"Alexandre Dumas, Jay Wolpert",PG-13,"Ireland, Switzerland, United Kingdom, United States"
364,7.1,343366.0,82.0,68.0,Nominated for 2 Oscars. 2 wins & 29 nominations total,"Bob Kane, Daniel Waters, Sam Hamm",PG-13,"United States, United Kingdom"
445651,5.7,39140.0,15.0,39.0,1 win & 3 nominations total,"Chad Hodge, Alexandra Bracken",PG-13,United States
63311,7.6,174540.0,81.0,70.0,Won 1 BAFTA Award28 wins & 69 nominations total,"Pedro Almodóvar, Agustín Almodóvar, Thierry Jonquet",R,"Spain, United States"
205775,6.9,156142.0,42.0,47.0,1 win & 6 nominations total,"Charles Leavitt, Rick Jaffa, Amanda Silver",PG-13,"United States, Australia, Spain"
80278,7.5,257301.0,81.0,73.0,Nominated for 1 Oscar. 28 wins & 70 nominations total,"Sergio G. Sánchez, María Belón",PG-13,"Spain, Thailand, United States"
848538,5.6,95641.0,33.0,35.0,7 nominations total,Jason Fuchs,PG-13,"United Kingdom, United States"
57214,6.7,249857.0,29.0,46.0,5 nominations total,"Matt Drake, Michael Bacall",R,United States
744276,4.7,14177.0,0.0,,2 wins & 3 nominations total,"Anna Todd, Sharon Soboil",R,United States
2100,6.9,88214.0,52.0,43.0,1 win & 4 nominations total,"David Scarpa, Graham Yost",R,United States
13225,6.6,36113.0,67.0,67.0,3 wins & 1 nomination total,"Jim Cox, Diana Young",G,"Australia, United States, South Korea, Taiwan, United Kingdom, France, Canada, Thailand, Denmark"
72105,6.9,688837.0,69.0,62.0,Nominated for 1 Oscar. 13 wins & 28 nominations total,"Seth MacFarlane, Alec Sulkin, Wellesley Wild",R,United States
6878,7.0,54161.0,87.0,,1 nomination total,"Sheila Burnford, Caroline Thompson, Linda Woolverton",G,United States
10909,6.7,60970.0,59.0,49.0,4 wins & 4 nominations total,"Stephen Levy, Tim Metcalfe",R,United States
10530,6.7,212648.0,58.0,59.0,Won 2 Oscars. 16 wins & 7 nominations total,"Carl Binder, Susannah Grant, Philip LaZebnik",G,United States
967847,6.1,96794.0,42.0,46.0,8 nominations total,"Gil Kenan, Jason Reitman, Ivan Reitman",PG-13,"United States, Canada, United Kingdom"
442249,5.2,76076.0,55.0,54.0,1 nomination total,James DeMonaco,R,"Japan, United States"
923667,6.9,10938.0,90.0,77.0,20 wins & 27 nominations total,"Kin-Yee Au, Tai-Lee Chan, Li Jun",R,"Hong Kong, China"
2675,6.8,403491.0,76.0,59.0,3 wins & 34 nominations total,M. Night Shyamalan,PG-13,United States
640146,6.0,258241.0,46.0,48.0,14 nominations total,"Jeff Loveness, Stan Lee, Larry Lieber",PG-13,"United States, Australia, Canada"
2274,4.8,15977.0,,38.0,N/A,"John Hodge, Susan Cooper",PG,United States
278924,5.7,98930.0,30.0,38.0,1 nomination total,"Lewis John Carlino, Philip Shelby, Tony Mosher",R,"United States, France, Bulgaria, Germany"
747,7.9,625789.0,92.0,76.0,Nominated for 3 BAFTA 14 wins & 20 nominations total,"Simon Pegg, Edgar Wright",R,"United Kingdom, France, United States"
393,8.0,845685.0,84.0,83.0,23 wins & 84 nominations total,"Quentin Tarantino, Uma Thurman",R,United States
10431,6.2,100162.0,,36.0,1 nomination total,"Lee Anthony Smith, Gregory J. Bradley",R,"Canada, United States"
278927,7.3,301491.0,94.0,77.0,Won 1 Oscar. 33 wins & 56 nominations total,"Justin Marks, Rudyard Kipling",PG,"United Kingdom, United States, New Zealand, France, Canada, India"
861,7.5,371849.0,81.0,60.0,Nominated for 2 Oscars. 7 wins & 16 nominations total,"Philip K. Dick, Ronald Shusett, Dan O'Bannon",R,"United States, Mexico"
27582,6.5,179832.0,54.0,49.0,1 nomination total,"Richard Wenk, Lewis John Carlino",R,"United States, Germany"
9360,4.9,118333.0,41.0,37.0,6 wins & 11 nominations total,"Hans Bauer, Jim Cash, Jack Epps Jr.",PG-13,"United States, Brazil"
8488,6.6,343989.0,68.0,58.0,4 wins & 24 nominations total,Kevin Bisch,PG-13,United States
153,7.7,514555.0,95.0,91.0,Won 1 Oscar. 97 wins & 133 nominations total,Sofia Coppola,R,"United States, Japan"
262504,5.7,142696.0,11.0,33.0,3 wins & 12 nominations total,"Noah Oppenheim, Adam Cooper, Bill Collage",PG-13,United States
7191,7.0,436205.0,78.0,64.0,5 wins & 34 nominations total,Drew Goddard,PG-13,United States
476669,6.3,190005.0,41.0,44.0,1 win & 4 nominations total,"Matthew Vaughn, Karl Gajdusek, Mark Millar",R,"United Kingdom, United States"
95,6.7,470671.0,43.0,42.0,Nominated for 4 Oscars. 15 wins & 41 nominations total,"Jonathan Hensleigh, J.J. Abrams, Tony Gilroy",PG-13,United States
623135,6.2,3181.0,,,3 nominations total,Cheol-Hong Jeon,N/A,South Korea
430231,6.5,54147.0,91.0,80.0,5 wins & 8 nominations total,Justin Benson,Not Rated,United States
379149,7.0,129059.0,66.0,55.0,1 nomination total,"David Marconi, Stephen Leather",R,"United Kingdom, China, United States, India, Switzerland"
11619,6.6,146454.0,72.0,74.0,Nominated for 1 BAFTA Award7 wins & 15 nominations total,"Dick Clement, Ian La Frenais, Christopher Lloyd",PG,"United Kingdom, United States"
884605,6.3,203832.0,71.0,59.0,1 win & 10 nominations total,"Gene Stupnitsky, John Phillips",R,United States
2034,7.8,502102.0,74.0,71.0,Won 1 Oscar. 18 wins & 23 nominations total,David Ayer,R,United States
1991,7.0,327417.0,67.0,,8 nominations total,Quentin Tarantino,R,United States
1008903,4.5,2447.0,,,N/A,"Paul Lalonde, Jessica Parker, John Patus",Not Rated,"Canada, United Kingdom"
9522,7.0,389845.0,75.0,64.0,11 wins & 11 nominations total,"Steve Faber, Bob Fisher",R,United States
50646,7.4,599045.0,79.0,68.0,5 wins & 23 nominations total,Dan Fogelman,PG-13,United States
974453,5.2,9348.0,56.0,51.0,N/A,Tony Gayton,R,United States
146,7.9,290075.0,98.0,94.0,Won 4 Oscars. 101 wins & 132 nominations total,"Hui-Ling Wang, James Schamus, Kuo Jung Tsai",PG-13,"China, Taiwan, Hong Kong, United States"
171274,6.6,115436.0,73.0,81.0,Nominated for 2 Oscars. 15 wins & 99 nominations total,"Paul Thomas Anderson, Thomas Pynchon",R,United States
1026436,5.2,24681.0,,41.0,N/A,Jade Halley Bartlett,R,United States
11470,4.5,64767.0,20.0,25.0,1 nomination total,"Todd Farmer, Victor Miller",R,"Canada, United States"
2567,7.5,397771.0,86.0,77.0,Won 5 Oscars. 89 wins & 131 nominations total,John Logan,PG-13,"United States, Germany"
479718,7.2,15601.0,91.0,,12 wins & 13 nominations total,Yunsung Kang,Not Rated,South Korea
1029955,6.5,63470.0,71.0,64.0,3 wins & 8 nominations total,"Yorgos Lanthimos, Efthimis Filippou",R,"Ireland, United Kingdom, United States, Greece"
9316,7.1,80083.0,85.0,69.0,2 wins & 5 nominations total,"Panna Rittikrai, Prachya Pinkaew, Suphachai Sittiaumponpan",R,Thailand
45094,7.2,47536.0,67.0,61.0,9 wins & 10 nominations total,Pamela Gray,R,"Switzerland, United Kingdom, United States"
194,8.3,823687.0,90.0,70.0,Nominated for 5 Oscars. 59 wins & 74 nominations total,"Guillaume Laurant, Jean-Pierre Jeunet",R,"France, Germany"
2118,8.2,646008.0,99.0,91.0,Won 2 Oscars. 91 wins & 86 nominations total,"James Ellroy, Brian Helgeland, Curtis Hanson",R,United States
57165,5.7,200944.0,26.0,37.0,2 wins & 3 nominations total,"Dan Mazeau, David Leslie Johnson-McGoldrick, Greg Berlanti",PG-13,"United States, Spain"
154400,7.0,166265.0,88.0,69.0,4 wins & 5 nominations total,Dennis Lehane,R,United States
7299,7.3,357577.0,39.0,33.0,2 nominations total,Kurt Wimmer,R,United States
437342,6.5,67302.0,83.0,65.0,5 wins & 20 nominations total,"Tim Smith, Arkasha Stevenson, Keith Thomas",R,"United States, Italy, Serbia, Canada"
944,6.6,177572.0,52.0,39.0,4 wins & 11 nominations total,"Shane Black, Jonathan Lemkin, Alfred Gough",R,United States
1830,7.6,350984.0,62.0,62.0,2 wins & 3 nominations total,Andrew Niccol,R,"Germany, United States, France"
2289,7.2,161558.0,69.0,73.0,Won 1 Oscar. 20 wins & 101 nominations total,"Charles Frazier, Anthony Minghella",R,"United States, Italy, Romania"
44912,5.5,304201.0,26.0,39.0,3 wins & 6 nominations total,"Greg Berlanti, Michael Green, Marc Guggenheim",PG-13,United States
5528,7.8,70236.0,68.0,56.0,Nominated for 2 Oscars. 12 wins & 24 nominations total,"Georges Chaperot, René Wheeler, Noël-Noël",PG-13,"France, Switzerland, Germany"
308266,7.1,284591.0,62.0,57.0,3 nominations total,"Stephen Chin, Todd Phillips, Jason Smilovic",R,"United States, Romania"
9823,3.6,60514.0,4.0,11.0,N/A,"Ed Boon, Lawrence Kasanoff, Joshua Wexler",PG-13,United States
38745,4.9,76502.0,19.0,33.0,3 nominations total,"Joe Stillman, Nicholas Stoller, Jonathan Swift",PG,"United States, United Kingdom"
594767,5.9,140421.0,49.0,47.0,8 nominations total,"Henry Gayden, Chris Morgan, Bill Parker",PG-13,"United States, Germany, New Zealand, United Kingdom, India, South Korea, Canada"
412117,6.4,75050.0,60.0,55.0,11 nominations total,"Brian Lynch, Ken Daurio, Cinco Paul",PG,"Japan, United States"
398818,7.8,345463.0,95.0,94.0,Won 1 Oscar. 107 wins & 263 nominations total,"James Ivory, André Aciman",R,"Brazil, France, Italy, United States"
65,7.2,343555.0,76.0,77.0,Won 1 Oscar. 17 wins & 21 nominations total,Scott Silver,R,"Germany, United States"
82703,6.7,82144.0,81.0,59.0,Nominated for 1 BAFTA Award2 wins & 16 nominations total,"Jay Ward, Craig Wright, Robert Ben Garant",PG,"United States, India"
187017,7.0,427852.0,84.0,71.0,7 wins & 25 nominations total,"Michael Bacall, Oren Uziel, Rodney Rothman",R,United States
4234,5.7,176302.0,44.0,56.0,6 wins & 5 nominations total,"Kevin Williamson, Ehren Kruger",R,United States
